id,district_id,name_th,name_en,postcode_id
1,1,พระบรมมหาราชวัง,Phra Borom Maha Ratchawang,1
2,1,วังบูรพาภิรมย์,Wang Burapha Phirom,1
3,1,วัดราชบพิธ,Wat Ratchabophit,1
4,1,สำราญราษฎร์,Samran Rat,1
5,1,ศาลเจ้าพ่อเสือ,San Chao Pho Suea,1
6,1,เสาชิงช้า,Sao Chingcha,1
7,1,บวรนิเวศ,Bowon Niwet,1
8,1,ตลาดยอด,Talat Yot,1
9,1,ชนะสงคราม,Chana Songkhram,1
10,1,บ้านพานถม,Ban Phan Thom,1
11,1,บางขุนพรหม,Bang Khun Phrom,1
12,1,วัดสามพระยา,Wat Sam Phraya,1
13,2,ดุสิต,Dusit,2
14,2,วชิรพยาบาล,Wachiraphayaban,2
15,2,สวนจิตรลดา,Suan Chit Lada,2
16,2,สี่แยกมหานาค,Si Yaek Maha Nak,2
17,2,ถนนนครไชยศรี,Thanon Nakhon Chai Si,2
18,3,กระทุ่มราย,Krathum Rai,3
19,3,หนองจอก,Nong Chok,3
20,3,คลองสิบ,Khlong Sip,3
21,3,คลองสิบสอง,Khlong Sip Song,3
22,3,โคกแฝด,Khok Faet,3
23,3,คู้ฝั่งเหนือ,Khu Fang Nuea,3
24,3,ลำผักชี,Lam Phak Chi,3
25,3,ลำต้อยติ่ง,Lam Toiting,3
26,4,มหาพฤฒาราม,Maha Phruettharam,4
27,4,สีลม,Si Lom,4
28,4,สุริยวงศ์,Suriyawong,4
29,4,บางรัก,Bang Rak,4
30,4,สี่พระยา,Si Phraya,4
31,5,อนุสาวรีย์,Anusawari,5
32,5,ท่าแร้ง,Tha Raeng,5
33,6,คลองจั่น,Khlong Chan,6
34,6,หัวหมาก,Hua Mak,6
35,7,รองเมือง,Rong Mueang,7
36,7,วังใหม่,Wang Mai,7
37,7,ปทุมวัน,Pathum Wan,7
38,7,ลุมพินี,Lumphini,7
39,8,ป้อมปราบ,Pom Prap,8
40,8,วัดเทพศิรินทร์,Wat Thep Sirin,8
41,8,คลองมหานาค,Khlong Maha Nak,8
42,8,บ้านบาตร,Ban Bat,8
43,8,วัดโสมนัส,Wat Sommanat,8
44,9,บางจาก,Bang Chak,9
45,9,พระโขนงใต้,Phra Khanong Tai,9
46,10,มีนบุรี,Min Buri,10
47,10,แสนแสบ,Saen Saep,10
48,11,ลาดกระบัง,Lat Krabang,11
49,11,คลองสองต้นนุ่น,Khlong Song Ton Nun,11
50,11,คลองสามประเวศ,Khlong Sam Prawet,11
51,11,ลำปลาทิว,Lam Pla Thio,11
52,11,ทับยาว,Thap Yao,11
53,11,ขุมทอง,Khum Thong,11
54,12,ช่องนนทรี,Chong Nonsi,12
55,12,บางโพงพาง,Bang Phongphang,12
56,13,จักรวรรดิ,Chakkrawat,8
57,13,สัมพันธวงศ์,Samphanthawong,8
58,13,ตลาดน้อย,Talat Noi,8
59,14,สามเสนใน,Samsen Nai,13
60,14,พญาไท,Phaya Thai,13
61,15,วัดกัลยาณ์,Wat Kanlaya,14
62,15,หิรัญรูจี,Hiran Ruchi,14
63,15,บางยี่เรือ,Bang Yi Ruea,14
64,15,บุคคโล,Bukkhalo,14
65,15,ตลาดพลู,Talat Phlu,14
66,15,ดาวคะนอง,Dao Khanong,14
67,15,สำเหร่,Samre,14
68,16,วัดอรุณ,Wat Arun,14
69,16,วัดท่าพระ,Wat Tha Phra,14
70,17,ห้วยขวาง,Huai Khwang,15
71,17,บางกะปิ,Bang Kapi,15
72,17,สามเสนนอก,Samsen Nok,15
73,18,สมเด็จเจ้าพระยา,Somdet Chao Phraya,14
74,18,คลองสาน,Khlong San,14
75,18,บางลำภูล่าง,Bang Lamphu Lang,14
76,18,คลองต้นไทร,Khlong Ton Sai,14
77,19,คลองชักพระ,Khlong Chak Phra,16
78,19,ตลิ่งชัน,Taling Chan,16
79,19,ฉิมพลี,Chimphli,16
80,19,บางพรม,Bang Phrom,16
81,19,บางระมาด,Bang Ramat,16
82,19,บางเชือกหนัง,Bang Chueak Nang,16
83,20,ศิริราช,Siri Rat,17
84,20,บ้านช่างหล่อ,Ban Chang Lo,17
85,20,บางขุนนนท์,Bang Khun Non,17
86,20,บางขุนศรี,Bang Khun Si,17
87,20,อรุณอมรินทร์,Arun Ammarin,17
88,21,ท่าข้าม,Tha Kham,18
89,21,แสมดำ,Samae Dam,18
90,22,บางหว้า,Bang Wa,19
91,22,บางด้วน,Bang Duan,19
92,22,บางจาก,Bang Chak,19
93,22,บางแวก,Bang Waek,19
94,22,คลองขวาง,Khlong Khwang,19
95,22,ปากคลองภาษีเจริญ,Pak Khlong Phasi Charoen,19
96,22,คูหาสวรรค์,Khuha Sawan,19
97,23,หนองแขม,Nong Khaem,19
98,23,หนองค้างพลู,Nong Khang Phlu,19
99,24,ราษฎร์บูรณะ,Rat Burana,20
100,24,บางปะกอก,Bang Pakok,20
101,25,บางพลัด,Bang Phlat,17
102,25,บางอ้อ,Bang O,17
103,25,บางบำหรุ,Bang Bamru,17
104,25,บางยี่ขัน,Bang Yi Khan,17
105,26,ดินแดง,Din Daeng,13
106,26,รัชดาภิเษก,Ratchadaphisek,13
107,27,คลองกุ่ม,Khlong Kum,6
108,27,นวมินทร์,Nawamin,6
109,27,นวลจันทร์,Nuan Chan,21
110,28,ทุ่งวัดดอน,Thung Wat Don,12
111,28,ยานนาวา,Yan Nawa,12
112,28,ทุ่งมหาเมฆ,Thung Maha Mek,12
113,29,บางซื่อ,Bang Sue,22
114,29,วงศ์สว่าง,Wong Sawang,22
115,30,ลาดยาว,Lat Yao,23
116,30,เสนานิคม,Sena Nikhom,23
117,30,จันทรเกษม,Chan Kasem,23
118,30,จอมพล,Chom Phon,23
119,30,จตุจักร,Chatuchak,23
120,31,บางคอแหลม,Bang Kho Laem,12
121,31,วัดพระยาไกร,Wat Phraya Krai,12
122,31,บางโคล่,Bang Khlo,12
123,32,ประเวศ,Prawet,24
124,32,หนองบอน,Nong Bon,24
125,32,ดอกไม้,Dokmai,24
126,33,คลองเตย,Khlong Toei,25
127,33,คลองตัน,Khlong Tan,25
128,33,พระโขนง,Phra Khanong,25
129,34,สวนหลวง,Suan Luang,24
130,34,อ่อนนุช,On Nut,24
131,34,พัฒนาการ,Phatthanakan,24
132,35,บางขุนเทียน,Bang Khun Thian,18
133,35,บางค้อ,Bang Kho,18
134,35,บางมด,Bang Mot,18
135,35,จอมทอง,Chom Thong,18
136,36,สีกัน,Si Kan,26
137,36,ดอนเมือง,Don Mueang,26
138,36,สนามบิน,Sanam Bin,26
139,37,ทุ่งพญาไท,Thung Phaya Thai,13
140,37,ถนนพญาไท,Thanon Phaya Thai,13
141,37,ถนนเพชรบุรี,Thanon Phetchaburi,13
142,37,มักกะสัน,Makkasan,13
143,38,ลาดพร้าว,Lat Phrao,21
144,38,จรเข้บัว,Chorakhe Bua,21
145,39,คลองเตยเหนือ,Khlong Toei Nuea,25
146,39,คลองตันเหนือ,Khlong Tan Nuea,25
147,39,พระโขนงเหนือ,Phra Khanong Nuea,25
148,40,บางแค,Bang Khae,19
149,40,บางแคเหนือ,Bang Khae Nuea,19
150,40,บางไผ่,Bang Phai,19
151,40,หลักสอง,Lak Song,19
152,41,ทุ่งสองห้อง,Thung Song Hong,26
153,41,ตลาดบางเขน,Talat Bang Khen,26
154,42,สายไหม,Sai Mai,5
155,42,ออเงิน,O Ngoen,5
156,42,คลองถนน,Khlong Thanon,5
157,43,คันนายาว,Khan Na Yao,21
158,43,รามอินทรา,Ram Inthra,21
159,44,สะพานสูง,Sapan Sung,6
160,44,ราษฎร์พัฒนา,Rat Phatthana,6
161,44,ทับช้าง,Thap Chang,24
162,45,วังทองหลาง,Wang Thonglang,15
163,45,สะพานสอง,Saphan Song,15
164,45,คลองเจ้าคุณสิงห์,Khlong Chao Khun Sing,15
165,45,พลับพลา,Phlapphla,15
166,46,สามวาตะวันตก,Sam Wa Tawantok,10
167,46,สามวาตะวันออก,Sam Wa Tawan-ok,10
168,46,บางชัน,Bang Chan,10
169,46,ทรายกองดิน,Sai Kong Din,10
170,46,ทรายกองดินใต้,Sai Kong Din Tai,10
171,47,บางนาเหนือ,Bang Na Nuea,9
172,47,บางนาใต้,Bang Na Tai,9
173,48,ทวีวัฒนา,Thawi Watthana,16
174,48,ศาลาธรรมสพน์,Sala Thammasop,16
175,49,บางมด,Bang Mot,20
176,49,ทุ่งครุ,Thung Khru,20
177,50,บางบอนเหนือ,Bang Bon Nuea,18
178,50,บางบอนใต้,Bang Bon Tai,18
179,50,คลองบางพราน,Khlong Bang Phran,18
180,50,คลองบางบอน,Khlong Bang Bon,18
181,51,ปากน้ำ,Pak Nam,27
182,51,สำโรงเหนือ,Samrong Nuea,27
183,51,บางเมือง,Bang Mueang,27
184,51,ท้ายบ้าน,Thai Ban,28
185,51,บางปูใหม่,Bang Pu Mai,28
186,51,แพรกษา,Phraek Sa,28
187,51,บางโปรง,Bang Prong,27
188,51,บางปู,Bang Pu,28
189,51,บางด้วน,Bang Duan,27
190,51,บางเมืองใหม่,Bang Mueang Mai,27
191,51,เทพารักษ์,Thepharak,27
192,51,ท้ายบ้านใหม่,Thai Ban Mai,28
193,51,แพรกษาใหม่,Phraek Sa Mai,28
194,52,บางบ่อ,Bang Bo,29
195,52,บ้านระกาศ,Ban Rakat,29
196,52,บางพลีน้อย,Bang Phli Noi,29
197,52,บางเพรียง,Bang Phriang,29
198,52,คลองด่าน,Khlong Dan,30
199,52,คลองสวน,Khlong Suan,29
200,52,เปร็ง,Preng,29
201,52,คลองนิยมยาตรา,Khlong Niyom Yattra,29
202,53,บางพลีใหญ่,Bang Phli Yai,31
203,53,บางแก้ว,Bang Kaeo,31
204,53,บางปลา,Bang Pla,31
205,53,บางโฉลง,Bang Chalong,31
206,53,ราชาเทวะ,Racha Thewa,31
207,53,หนองปรือ,Nong Prue,31
208,54,ตลาด,Talat,32
209,54,บางพึ่ง,Bang Phueng,32
210,54,บางจาก,Bang Chak,32
211,54,บางครุ,Bang Khru,32
212,54,บางหญ้าแพรก,Bang Ya Phraek,32
213,54,บางหัวเสือ,Bang Hua Suea,32
214,54,สำโรงใต้,Samrong Tai,32
215,54,บางยอ,Bang Yo,32
216,54,บางกะเจ้า,Bang Kachao,32
217,54,บางน้ำผึ้ง,Bang Namphueng,32
218,54,บางกระสอบ,Bang Krasop,32
219,54,บางกอบัว,Bang Ko Bua,32
220,54,ทรงคนอง,Song Khanong,32
221,54,สำโรง,Samrong,32
222,54,สำโรงกลาง,Samrong Klang,32
223,55,นาเกลือ,Na Kluea,33
224,55,บ้านคลองสวน,Ban Khlong Suan,33
225,55,แหลมฟ้าผ่า,Laem Fa Pha,33
226,55,ปากคลองบางปลากด,Pak Khlong Bang Pla Kot,33
227,55,ในคลองบางปลากด,Nai Khlong Bang Pla Kot,33
228,56,บางเสาธง,Bang Sao Thong,34
229,56,ศีรษะจรเข้น้อย,Sisa Chorakhe Noi,34
230,56,ศีรษะจรเข้ใหญ่,Sisa Chorakhe Yai,34
231,57,สวนใหญ่,Suan Yai,35
232,57,ตลาดขวัญ,Talat Khwan,35
233,57,บางเขน,Bang Khen,35
234,57,บางกระสอ,Bang Kraso,35
235,57,ท่าทราย,Tha Sai,35
236,57,บางไผ่,Bang Phai,35
237,57,บางศรีเมือง,Bang Si Mueang,35
238,57,บางกร่าง,Bang Krang,35
239,57,ไทรม้า,Sai Ma,35
240,57,บางรักน้อย,Bang Rak Noi,35
241,58,วัดชลอ,Wat Chalo,36
242,58,บางกรวย,Bang Kruai,36
243,58,บางสีทอง,Bang Si Thong,36
244,58,บางขนุน,Bang Khanun,36
245,58,บางขุนกอง,Bang Khun Kong,36
246,58,บางคูเวียง,Bang Khu Wiang,36
247,58,มหาสวัสดิ์,Maha Sawat,36
248,58,ปลายบาง,Plai Bang,36
249,58,ศาลากลาง,Sala Klang,36
250,59,บางม่วง,Bang Muang,37
251,59,บางแม่นาง,Bang Mae Nang,37
252,59,บางเลน,Bang Len,37
253,59,เสาธงหิน,Sao Thong Hin,37
254,59,บางใหญ่,Bang Yai,37
255,59,บ้านใหม่,Ban Mai,37
256,60,โสนลอย,Sano Loi,38
257,60,บางบัวทอง,Bang Bua Thong,38
258,60,บางรักใหญ่,Bang Rak Yai,38
259,60,บางคูรัด,Bang Khu Rat,38
260,60,ละหาร,Lahan,38
261,60,ลำโพ,Lam Pho,38
262,60,พิมลราช,Phimon Rat,38
263,60,บางรักพัฒนา,Bang Rak Phatthana,38
264,61,ไทรน้อย,Sai Noi,39
265,61,ราษฎร์นิยม,Rat Niyom,39
266,61,หนองเพรางาย,Nong Phrao Ngai,39
267,61,ไทรใหญ่,Sai Yai,39
268,61,ขุนศรี,Khun Si,39
269,61,คลองขวาง,Khlong Khwang,39
270,61,ทวีวัฒนา,Thawi Watthana,39
271,62,ปากเกร็ด,Pak Kret,40
272,62,บางตลาด,Bang Talat,40
273,62,บ้านใหม่,Ban Mai,40
274,62,บางพูด,Bang Phut,40
275,62,บางตะไนย์,Bang Tanai,40
276,62,คลองพระอุดม,Khlong Phra Udom,40
277,62,ท่าอิฐ,Tha It,40
278,62,เกาะเกร็ด,Ko Kret,40
279,62,อ้อมเกร็ด,Om Kret,40
280,62,คลองข่อย,Khlong Khoi,40
281,62,บางพลับ,Bang Phlap,40
282,62,คลองเกลือ,Khlong Kluea,40
283,63,บางปรอก,Bang Parok,41
284,63,บ้านใหม่,Ban Mai,41
285,63,บ้านกลาง,Ban Klang,41
286,63,บ้านฉาง,Ban Chang,41
287,63,บ้านกระแชง,Ban Krachaeng,41
288,63,บางขะแยง,Bang Khayaeng,41
289,63,บางคูวัด,Bang Khu Wat,41
290,63,บางหลวง,Bang Luang,41
291,63,บางเดื่อ,Bang Duea,41
292,63,บางพูด,Bang Phut,41
293,63,บางพูน,Bang Phun,41
294,63,บางกะดี,Bang Kadi,41
295,63,สวนพริกไทย,Suan Phrikthai,41
296,63,หลักหก,Lak Hok,41
297,64,คลองหนึ่ง,Khlong Nueng,42
298,64,คลองสอง,Khlong Song,42
299,64,คลองสาม,Khlong Sam,42
300,64,คลองสี่,Khlong Si,42
301,64,คลองห้า,Khlong Ha,42
302,64,คลองหก,Khlong Hok,42
303,64,คลองเจ็ด,Khlong Chet,42
304,65,ประชาธิปัตย์,Prachathipat,43
305,65,บึงยี่โถ,Bueng Yitho,43
306,65,รังสิต,Rangsit,44
307,65,ลำผักกูด,Lam Phak Kut,44
308,65,บึงสนั่น,Bueng Sanan,44
309,65,บึงน้ำรักษ์,Bueng Nam Rak,44
310,66,บึงบา,Bueng Ba,45
311,66,บึงบอน,Bueng Bon,45
312,66,บึงกาสาม,Bueng Ka Sam,45
313,66,บึงชำอ้อ,Bueng Cham O,45
314,66,หนองสามวัง,Nong Sam Wang,45
315,66,ศาลาครุ,Sala Khru,45
316,66,นพรัตน์,Noppharat,45
317,67,ระแหง,Rahaeng,46
318,67,ลาดหลุมแก้ว,Lat Lum Kaeo,46
319,67,คูบางหลวง,Khu Bang Luang,46
320,67,คูขวาง,Khu Khwang,46
321,67,คลองพระอุดม,Khlong Phra Udom,46
322,67,บ่อเงิน,Bo Ngoen,46
323,67,หน้าไม้,Na Mai,46
324,68,คูคต,Khu Khot,43
325,68,ลาดสวาย,Lat Sawai,47
326,68,บึงคำพร้อย,Bueng Kham Phroi,47
327,68,ลำลูกกา,Lam Luk Ka,47
328,68,บึงทองหลาง,Bueng Thonglang,47
329,68,ลำไทร,Lam Sai,47
330,68,บึงคอไห,Bueng Kho Hai,47
331,68,พืชอุดม,Phuet Udom,47
332,69,บางเตย,Bang Toei,48
333,69,คลองควาย,Khlong Khwai,48
334,69,สามโคก,Sam Khok,48
335,69,กระแชง,Krachaeng,48
336,69,บางโพธิ์เหนือ,Bang Pho Nuea,48
337,69,เชียงรากใหญ่,Chiang Rak Yai,48
338,69,บ้านปทุม,Ban Pathum,48
339,69,บ้านงิ้ว,Ban Ngio,48
340,69,เชียงรากน้อย,Chiang Rak Noi,48
341,69,บางกระบือ,Bang Krabue,48
342,69,ท้ายเกาะ,Thai Ko,48
343,70,ประตูชัย,Pratu Chai,49
344,70,กะมัง,Kamang,49
345,70,หอรัตนไชย,Ho Rattanachai,49
346,70,หัวรอ,Hua Ro,49
347,70,ท่าวาสุกรี,Tha Wasukri,49
348,70,ไผ่ลิง,Phai Ling,49
349,70,ปากกราน,Pak Kran,49
350,70,ภูเขาทอง,Phukhao Thong,49
351,70,สำเภาล่ม,Samphao Lom,49
352,70,สวนพริก,Suan Phrik,49
353,70,คลองตะเคียน,Khlong Takhian,49
354,70,วัดตูม,Wat Tum,49
355,70,หันตรา,Hantra,49
356,70,ลุมพลี,Lumphli,49
357,70,บ้านใหม่,Ban Mai,49
358,70,บ้านเกาะ,Ban Ko,49
359,70,คลองสวนพลู,Khlong Suan Phlu,49
360,70,คลองสระบัว,Khlong Sa Bua,49
361,70,เกาะเรียน,Ko Rian,49
362,70,บ้านป้อม,Ban Pom,49
363,70,บ้านรุน,Ban Run,49
364,71,ท่าเรือ,Tha Ruea,50
365,71,จำปา,Champa,50
366,71,ท่าหลวง,Tha Luang,51
367,71,บ้านร่อม,Ban Rom,50
368,71,ศาลาลอย,Sala Loi,50
369,71,วังแดง,Wang Daeng,50
370,71,โพธิ์เอน,Pho En,50
371,71,ปากท่า,Pak Tha,50
372,71,หนองขนาก,Nong Khanak,50
373,71,ท่าเจ้าสนุก,Tha Chao Sanuk,50
374,72,นครหลวง,Nakhon Luang,52
375,72,ท่าช้าง,Tha Chang,52
376,72,บ่อโพง,Bo Phong,52
377,72,บ้านชุ้ง,Ban Chung,52
378,72,ปากจั่น,Pak Chan,52
379,72,บางระกำ,Bang Rakam,52
380,72,บางพระครู,Bang Phra Khru,52
381,72,แม่ลา,Mae La,52
382,72,หนองปลิง,Nong Pling,52
383,72,คลองสะแก,Khlong Sakae,52
384,72,สามไถ,Sam Thai,52
385,72,พระนอน,Phra Non,52
386,73,บางไทร,Bang Sai,53
387,73,บางพลี,Bang Phli,53
388,73,สนามชัย,Sanam Chai,53
389,73,บ้านแป้ง,Ban Paeng,53
390,73,หน้าไม้,Na Mai,53
391,73,บางยี่โท,Bang Yi Tho,53
392,73,แคออก,Khae Ok,53
393,73,แคตก,Khae Tok,53
394,73,ช่างเหล็ก,Chang Lek,53
395,73,กระแชง,Krachaeng,53
396,73,บ้านกลึง,Ban Klueng,53
397,73,ช้างน้อย,Chang Noi,53
398,73,ห่อหมก,Homok,53
399,73,ไผ่พระ,Phai Phra,53
400,73,กกแก้วบูรพา,Kok Kaeo Burapha,53
401,73,ไม้ตรา,Mai Tra,53
402,73,บ้านม้า,Ban Ma,53
403,73,บ้านเกาะ,Ban Ko,53
404,73,ราชคราม,Ratchakhram,54
405,73,ช้างใหญ่,Chang Yai,54
406,73,โพแตง,Pho Taeng,54
407,73,เชียงรากน้อย,Chiang Rak Noi,54
408,73,โคกช้าง,Khok Chang,53
409,74,บางบาล,Bang Ban,55
410,74,วัดยม,Wat Yom,55
411,74,ไทรน้อย,Sai Noi,55
412,74,สะพานไทย,Saphan Thai,55
413,74,มหาพราหมณ์,Maha Phram,55
414,74,กบเจา,Kop Chao,55
415,74,บ้านคลัง,Ban Khlang,55
416,74,พระขาว,Phra Khao,55
417,74,น้ำเต้า,Namtao,55
418,74,ทางช้าง,Thang Chang,55
419,74,วัดตะกู,Wat Taku,55
420,74,บางหลวง,Bang Luang,55
421,74,บางหลวงโดด,Bang Luang Dot,55
422,74,บางหัก,Bang Hak,55
423,74,บางชะนี,Bang Chani,55
424,74,บ้านกุ่ม,Ban Kum,55
425,75,บ้านเลน,Ban Len,56
426,75,เชียงรากน้อย,Chiang Rak Noi,57
427,75,บ้านโพ,Ban Pho,56
428,75,บ้านกรด,Ban Krot,56
429,75,บางกระสั้น,Bang Krasan,56
430,75,คลองจิก,Khlong Chik,56
431,75,บ้านหว้า,Ban Wa,56
432,75,วัดยม,Wat Yom,56
433,75,บางประแดง,Bang Pradaeng,56
434,75,สามเรือน,Sam Ruean,56
435,75,เกาะเกิด,Ko Koet,56
436,75,บ้านพลับ,Ban Phlap,56
437,75,บ้านแป้ง,Ban Paeng,56
438,75,คุ้งลาน,Khung Lan,56
439,75,ตลิ่งชัน,Taling Chan,56
440,75,บ้านสร้าง,Ban Sang,58
441,75,ตลาดเกรียบ,Talat Kriap,56
442,75,ขนอนหลวง,Khanon Luang,56
443,76,บางปะหัน,Bang Pahan,59
444,76,ขยาย,Khayai,59
445,76,บางเดื่อ,Bang Duea,59
446,76,เสาธง,Sao Thong,59
447,76,ทางกลาง,Thang Klang,59
448,76,บางเพลิง,Bang Phloeng,59
449,76,หันสัง,Hansang,59
450,76,บางนางร้า,Bang Nang Ra,59
451,76,ตานิม,Ta Nim,59
452,76,ทับน้ำ,Thap Nam,59
453,76,บ้านม้า,Ban Ma,59
454,76,ขวัญเมือง,Khwan Mueang,59
455,76,บ้านลี่,Ban Li,59
456,76,โพธิ์สามต้น,Pho Sam Ton,59
457,76,พุทเลา,Phutlao,59
458,76,ตาลเอน,Tan En,59
459,76,บ้านขล้อ,Ban Khlo,59
460,77,ผักไห่,Phak Hai,60
461,77,อมฤต,Ammarit,60
462,77,บ้านแค,Ban Khae,60
463,77,ลาดน้ำเค็ม,Lat Nam Khem,60
464,77,ตาลาน,Ta Lan,60
465,77,ท่าดินแดง,Tha Din Daeng,60
466,77,ดอนลาน,Don Lan,61
467,77,นาคู,Na Khu,61
468,77,กุฎี,Kudi,60
469,77,ลำตะเคียน,Lam Takhian,61
470,77,โคกช้าง,Khok Chang,60
471,77,จักราช,Chakkarat,61
472,77,หนองน้ำใหญ่,Nong Nam Yai,61
473,77,ลาดชิด,Lat Chit,60
474,77,หน้าโคก,Na Khok,60
475,77,บ้านใหญ่,Ban Yai,60
476,78,ภาชี,Phachi,62
477,78,โคกม่วง,Khok Muang,62
478,78,ระโสม,Rasom,62
479,78,หนองน้ำใส,Nong Nam Sai,62
480,78,ดอนหญ้านาง,Don Ya Nang,62
481,78,ไผ่ล้อม,Phai Lom,62
482,78,กระจิว,Krachio,62
483,78,พระแก้ว,Phra Kaeo,62
484,79,ลาดบัวหลวง,Lat Bua Luang,63
485,79,หลักชัย,Lak Chai,63
486,79,สามเมือง,Sam Mueang,63
487,79,พระยาบันลือ,Phraya Banlue,63
488,79,สิงหนาท,Singhanat,63
489,79,คู้สลอด,Khu Salot,63
490,79,คลองพระยาบันลือ,Khlong Phraya Banlue,63
491,80,ลำตาเสา,Lam Ta Sao,58
492,80,บ่อตาโล่,Bo Ta Lo,58
493,80,วังน้อย,Wang Noi,58
494,80,ลำไทร,Lam Sai,58
495,80,สนับทึบ,Sanap Thuep,58
496,80,พยอม,Phayom,58
497,80,หันตะเภา,Han Taphao,58
498,80,วังจุฬา,Wang Chula,58
499,80,ข้าวงาม,Khao Ngam,58
500,80,ชะแมบ,Chamaep,58
501,81,เสนา,Sena,64
502,81,บ้านแพน,Ban Phaen,64
503,81,เจ้าเจ็ด,Chao Chet,64
504,81,สามกอ,Sam Ko,64
505,81,บางนมโค,Bang Nom Kho,64
506,81,หัวเวียง,Hua Wiang,64
507,81,มารวิชัย,Manrawichai,64
508,81,บ้านโพธิ์,Ban Pho,64
509,81,รางจรเข้,Rang Chorakhe,64
510,81,บ้านกระทุ่ม,Ban Krathum,64
511,81,บ้านแถว,Ban Thaeo,64
512,81,ชายนา,Chai Na,64
513,81,สามตุ่ม,Sam Tum,64
514,81,ลาดงา,Lat Nga,64
515,81,ดอนทอง,Don Thong,64
516,81,บ้านหลวง,Ban Luang,64
517,81,เจ้าเสด็จ,Chao Sadet,64
518,82,บางซ้าย,Bang Sai,65
519,82,แก้วฟ้า,Kaeo Fa,65
520,82,เต่าเล่า,Tao Lao,65
521,82,ปลายกลัด,Plai Klat,65
522,82,เทพมงคล,Thep Mongkhon,65
523,82,วังพัฒนา,Wang Phatthana,65
524,83,คานหาม,Khan Ham,66
525,83,บ้านช้าง,Ban Chang,66
526,83,สามบัณฑิต,Sam Bandit,66
527,83,บ้านหีบ,Ban Hip,66
528,83,หนองไม้ซุง,Nong Mai Sung,66
529,83,อุทัย,Uthai,66
530,83,เสนา,Sena,66
531,83,หนองน้ำส้ม,Nong Nam Som,66
532,83,โพสาวหาญ,Pho Sao Han,66
533,83,ธนู,Thanu,66
534,83,ข้าวเม่า,Khao Mao,66
535,84,หัวไผ่,Hua Phai,67
536,84,กะทุ่ม,Kathum,67
537,84,มหาราช,Maha Rat,67
538,84,น้ำเต้า,Namtao,67
539,84,บางนา,Bang Na,67
540,84,โรงช้าง,Rong Chang,67
541,84,เจ้าปลุก,Chao Pluk,67
542,84,พิตเพียน,Phitphian,67
543,84,บ้านนา,Ban Na,67
544,84,บ้านขวาง,Ban Khwang,67
545,84,ท่าตอ,Tha To,67
546,84,บ้านใหม่,Ban Mai,67
547,85,บ้านแพรก,Ban Phraek,68
548,85,บ้านใหม่,Ban Mai,68
549,85,สำพะเนียง,Sam Phaniang,68
550,85,คลองน้อย,Khlong Noi,68
551,85,สองห้อง,Song Hong,68
552,86,ตลาดหลวง,Talat Luang,69
553,86,บางแก้ว,Bang Kaeo,69
554,86,ศาลาแดง,Sala Daeng,69
555,86,ป่างิ้ว,Pa Ngio,69
556,86,บ้านแห,Ban Hae,69
557,86,ตลาดกรวด,Talat Kruat,69
558,86,มหาดไทย,Mahatthai,69
559,86,บ้านอิฐ,Ban It,69
560,86,หัวไผ่,Hua Phai,69
561,86,จำปาหล่อ,Champa Lo,69
562,86,โพสะ,Phosa,69
563,86,บ้านรี,Ban Ri,69
564,86,คลองวัว,Khlong Wua,69
565,86,ย่านซื่อ,Yan Sue,69
566,87,จรเข้ร้อง,Chorakhe Rong,70
567,87,ไชยภูมิ,Chaiyaphum,70
568,87,ชัยฤทธิ์,Chaiyarit,70
569,87,เทวราช,Thewarat,70
570,87,ราชสถิตย์,Ratchasathit,70
571,87,ไชโย,Chaiyo,70
572,87,หลักฟ้า,Lak Fa,70
573,87,ชะไว,Chawai,70
574,87,ตรีณรงค์,Tri Narong,70
575,88,บางปลากด,Bang Pla Kot,71
576,88,ป่าโมก,Pa Mok,71
577,88,สายทอง,Sai Thong,71
578,88,โรงช้าง,Rong Chang,71
579,88,บางเสด็จ,Bang Sadet,71
580,88,นรสิงห์,Norasing,71
581,88,เอกราช,Ekkarat,71
582,88,โผงเผง,Phong Pheng,71
583,89,อ่างแก้ว,Ang Kaeo,72
584,89,อินทประมูล,Inthapramun,72
585,89,บางพลับ,Bang Phlap,72
586,89,หนองแม่ไก่,Nong Mae Kai,72
587,89,รำมะสัก,Ram Ma Sak,72
588,89,บางระกำ,Bang Rakam,72
589,89,โพธิ์รังนก,Pho Rang Nok,72
590,89,องครักษ์,Ongkharak,72
591,89,โคกพุทรา,Khok Phutsa,72
592,89,ยางช้าย,Yang Chai,72
593,89,บ่อแร่,Bo Rae,72
594,89,ทางพระ,Thang Phra,72
595,89,สามง่าม,Sam Ngam,72
596,89,บางเจ้าฉ่า,Bang Chao Cha,72
597,89,คำหยาด,Kham Yat,72
598,90,แสวงหา,Sawaeng Ha,73
599,90,ศรีพราน,Si Phran,73
600,90,บ้านพราน,Ban Phran,73
601,90,วังน้ำเย็น,Wang Nam Yen,73
602,90,สีบัวทอง,Si Bua Thong,73
603,90,ห้วยไผ่,Huai Phai,73
604,90,จำลอง,Chamlong,73
605,91,ไผ่จำศีล,Phai Cham Sin,74
606,91,ศาลเจ้าโรงทอง,San Chao Rong Thong,74
607,91,ไผ่ดำพัฒนา,Phai Dam Phatthana,74
608,91,สาวร้องไห้,Sao Rong Hai,74
609,91,ท่าช้าง,Tha Chang,74
