id,district_id,name_th,name_en,postcode_id
1584,207,ธารปราสาท,Than Prasat,211
1585,207,หลุมข้าว,Lum Khao,210
1586,207,มะค่า,Makha,210
1587,207,พลสงคราม,Phon Songkhram,210
1588,207,จันอัด,Chan-at,210
1589,207,ขามเฒ่า,Kham Thao,210
1590,207,ด่านคล้า,Dan Khla,210
1591,207,ลำคอหงษ์,Lam Kho Hong,210
1592,207,เมืองปราสาท,Mueang Prasat,210
1593,207,ดอนหวาย,Don Wai,210
1594,207,ลำมูล,Lam Mun,210
1595,208,ขามสะแกแสง,Kham Sakaesaeng,212
1596,208,โนนเมือง,Non Mueang,212
1597,208,เมืองนาท,Mueang Nat,212
1598,208,ชีวึก,Chiwuek,212
1599,208,พะงาด,Pha-ngat,212
1600,208,หนองหัวฟาน,Nong Hua Fan,212
1601,208,เมืองเกษตร,Mueang Kaset,212
1602,209,บัวใหญ่,Bua Yai,213
1603,209,ห้วยยาง,Huai Yang,213
1604,209,เสมาใหญ่,Sema Yai,213
1605,209,ดอนตะหนิน,Don Tanin,213
1606,209,หนองบัวสะอาด,Nong Bua Sa-at,213
1607,209,โนนทองหลาง,Non Thonglang,213
1608,209,กุดจอก,Kut Chok,213
1609,209,ด่านช้าง,Dan Chang,213
1610,209,ขุนทอง,Khun Thong,213
1611,209,หนองแจ้งใหญ่,Nong Chaeng Yai,213
1612,210,ประทาย,Prathai,214
1613,210,กระทุ่มราย,Krathum Rai,214
1614,210,วังไม้แดง,Wang Mai Daeng,214
1615,210,ตลาดไทร,Talat Sai,214
1616,210,หนองพลวง,Nong Phluang,214
1617,210,หนองค่าย,Nong Khai,214
1618,210,หันห้วยทราย,Han Huai Sai,214
1619,210,ดอนมัน,Don Man,214
1620,210,นางรำ,Nang Ram,214
1621,210,โนนเพ็ด,Non Phet,214
1622,210,ทุ่งสว่าง,Thung Sawang,214
1623,210,โคกกลาง,Khok Klang,214
1624,210,เมืองโดน,Mueang Don,214
1625,211,เมืองปัก,Mueang Pak,215
1626,211,ตะคุ,Takhu,215
1627,211,โคกไทย,Khok Thai,215
1628,211,สำโรง,Samrong,215
1629,211,ตะขบ,Takhop,215
1630,211,นกออก,Nok Ok,215
1631,211,ดอน,Don,215
1632,211,ตูม,Tum,215
1633,211,งิ้ว,Ngio,215
1634,211,สะแกราช,Sakae Rat,215
1635,211,ลำนางแก้ว,Lam Nang Kaeo,215
1636,211,ภูหลวง,Phu Luang,215
1637,211,ธงชัยเหนือ,Thong Chai Nuea,215
1638,211,สุขเกษม,Suk Kasem,215
1639,211,เกษมทรัพย์,Kasem Sap,215
1640,211,บ่อปลาทอง,Bo Pla Thong,215
1641,212,ในเมือง,Nai Mueang,216
1642,212,สัมฤทธิ์,Samrit,216
1643,212,โบสถ์,Bot,216
1644,212,กระเบื้องใหญ่,Krabueang Yai,216
1645,212,ท่าหลวง,Tha Luang,216
1646,212,รังกาใหญ่,Rang Ka Yai,216
1647,212,ชีวาน,Chiwan,216
1648,212,นิคมสร้างตนเอง,Nikhom Sang Ton-eng,216
1649,212,กระชอน,Krachon,216
1650,212,ดงใหญ่,Dong Yai,216
1651,212,ธารละหลอด,Than Lalot,216
1652,212,หนองระเวียง,Nong Rawiang,216
1653,213,ห้วยแถลง,Huai Thalaeng,217
1654,213,ทับสวาย,Thap Sawai,217
1655,213,เมืองพลับพลา,Mueang Phlapphla,217
1656,213,หลุ่งตะเคียน,Lung Takhian,217
1657,213,หินดาด,Hin Dat,217
1658,213,งิ้ว,Ngio,217
1659,213,กงรถ,Kong Rot,217
1660,213,หลุ่งประดู่,Lung Pradu,217
1661,213,ตะโก,Tako,217
1662,213,ห้วยแคน,Huai Khaen,217
1663,214,ชุมพวง,Chum Phuang,218
1664,214,ประสุข,Prasuk,218
1665,214,ท่าลาด,Tha Lat,218
1666,214,สาหร่าย,Sarai,218
1667,214,ตลาดไทร,Talat Sai,218
1668,214,โนนรัง,Non Rang,218
1669,214,หนองหลัก,Nong Lak,218
1670,214,โนนตูม,Non Tum,218
1671,214,โนนยอ,Non Yo,218
1672,215,สูงเนิน,Sung Noen,219
1673,215,เสมา,Sema,219
1674,215,โคราช,Khorat,219
1675,215,บุ่งขี้เหล็ก,Bung Khilek,219
1676,215,โนนค่า,Non Kha,219
1677,215,โค้งยาง,Khong Yang,219
1678,215,มะเกลือเก่า,Makluea Kao,219
1679,215,มะเกลือใหม่,Makluea Mai,219
1680,215,นากลาง,Na Klang,220
1681,215,หนองตะไก้,Nong Takai,220
1682,215,กุดจิก,Kut Chik,220
1683,216,ขามทะเลสอ,Kham Thale So,200
1684,216,โป่งแดง,Pong Daeng,200
1685,216,พันดุง,Phan Dung,200
1686,216,หนองสรวง,Nong Suang,200
1687,216,บึงอ้อ,Bueng O,200
1688,217,สีคิ้ว,Sikhio,221
1689,217,บ้านหัน,Ban Han,221
1690,217,กฤษณา,Kritsana,221
1691,217,ลาดบัวขาว,Lat Bua Khao,222
1692,217,หนองหญ้าขาว,Nong Ya Khao,221
1693,217,กุดน้อย,Kut Noi,221
1694,217,หนองน้ำใส,Nong Nam Sai,221
1695,217,วังโรงใหญ่,Wang Rong Yai,221
1696,217,มิตรภาพ,Mittraphap,221
1697,217,คลองไผ่,Khlong Phai,222
1698,217,ดอนเมือง,Don Mueang,221
1699,217,หนองบัวน้อย,Nong Bua Noi,221
1700,218,ปากช่อง,Pak Chong,121
1701,218,กลางดง,Klang Dong,223
1702,218,จันทึก,Chanthuek,121
1703,218,วังกะทะ,Wang Katha,121
1704,218,หมูสี,Mu Si,121
1705,218,หนองสาหร่าย,Nong Sarai,121
1706,218,ขนงพระ,Khanong Phra,121
1707,218,โป่งตาลอง,Pong Talong,121
1708,218,คลองม่วง,Khlong Muang,121
1709,218,หนองน้ำแดง,Nong Nam Daeng,121
1710,218,วังไทร,Wang Sai,121
1711,218,พญาเย็น,Phaya Yen,223
1712,219,หนองบุนนาก,Nong Bunnak,224
1713,219,สารภี,Saraphi,224
1714,219,ไทยเจริญ,Thai Charoen,224
1715,219,หนองหัวแรต,Nong Hua Raet,224
1716,219,แหลมทอง,Laem Thong,224
1717,219,หนองตะไก้,Nong Takai,224
1718,219,ลุงเขว้า,Lung Khwao,224
1719,219,หนองไม้ไผ่,Nong Mai Phai,224
1720,219,บ้านใหม่,Ban Mai,224
1721,220,แก้งสนามนาง,Kaeng Sanam Nang,225
1722,220,โนนสำราญ,Non Samran,225
1723,220,บึงพะไล,Bueng Phalai,225
1724,220,สีสุก,Si Suk,225
1725,220,บึงสำโรง,Bueng Samrong,225
1726,221,โนนแดง,Non Daeng,226
1727,221,โนนตาเถร,Non Ta Then,226
1728,221,สำพะเนียง,Samphaniang,226
1729,221,วังหิน,Wang Hin,226
1730,221,ดอนยาวใหญ่,Don Yao Yai,226
1731,222,วังน้ำเขียว,Wang Nam Khiao,227
1732,222,วังหมี,Wang Mi,227
1733,222,ระเริง,Raroeng,215
1734,222,อุดมทรัพย์,Udom Sap,227
1735,222,ไทยสามัคคี,Thai Samakkhi,227
1736,223,สำนักตะคร้อ,Samnak Takhro,207
1737,223,หนองแวง,Nong Waeng,207
1738,223,บึงปรือ,Bueng Prue,207
1739,223,วังยายทอง,Wang Yai Thong,207
1740,224,เมืองยาง,Mueang Yang,218
1741,224,กระเบื้องนอก,Krabueang Nok,218
1742,224,ละหานปลาค้าว,Lahan Pla Khao,218
1743,224,โนนอุดม,Non Udom,218
1744,225,สระพระ,Sa Phra,209
1745,225,มาบกราด,Map Krat,209
1746,225,พังเทียม,Phang Thiam,209
1747,225,ทัพรั้ง,Thap Rang,209
1748,225,หนองหอย,Nong Hoi,209
1749,226,ขุย,Khui,218
1750,226,บ้านยาง,Ban Yang,218
1751,226,ช่องแมว,Chong Maeo,218
1752,226,ไพล,Phlai,218
1753,227,เมืองพะไล,Mueang Phalai,213
1754,227,โนนจาน,Non Chan,213
1755,227,บัวลาย,Bua Lai,213
1756,227,หนองหว้า,Nong Wa,213
1757,228,สีดา,Sida,228
1758,228,โพนทอง,Phon Thong,228
1759,228,โนนประดู่,Non Pradu,228
1760,228,สามเมือง,Sam Mueang,228
1761,228,หนองตาดใหญ่,Nong Tat Yai,228
1762,229,ช้างทอง,Chang Thong,205
1763,229,ท่าช้าง,Tha Chang,205
1764,229,พระพุทธ,Phra Phut,205
1765,229,หนองงูเหลือม,Nong Ngu Lueam,198
1766,229,หนองยาง,Nong Yang,205
1767,230,ในเมือง,Nai Mueang,229
1768,230,อิสาณ,Isan,229
1769,230,เสม็ด,Samet,229
1770,230,บ้านบัว,Ban Bua,229
1771,230,สะแกโพรง,Sakae Phrong,229
1772,230,สวายจีก,Sawai Chik,229
1773,230,บ้านยาง,Ban Yang,229
1774,230,พระครู,Phra Khru,229
1775,230,ถลุงเหล็ก,Thalung Lek,229
1776,230,หนองตาด,Nong Tat,229
1777,230,ลุมปุ๊ก,Lumpuk,229
1778,230,สองห้อง,Song Hong,229
1779,230,บัวทอง,Bua Thong,229
1780,230,ชุมเห็ด,Chum Het,229
1781,230,หลักเขต,Lak Khet,229
1782,230,สะแกซำ,Sakae Sam,229
1783,230,กลันทา,Kalantha,229
1784,230,กระสัง,Krasang,229
1785,230,เมืองฝาง,Mueang Fang,229
1786,231,คูเมือง,Khu Mueang,230
1787,231,ปะเคียบ,Pakhiap,230
1788,231,บ้านแพ,Ban Phae,230
1789,231,พรสำราญ,Phon Samran,230
1790,231,หินเหล็กไฟ,Hin Lek Fai,230
1791,231,ตูมใหญ่,Tum Yai,230
1792,231,หนองขมาร,Nong Khaman,230
1793,232,กระสัง,Krasang,231
1794,232,ลำดวน,Lamduan,231
1795,232,สองชั้น,Song Chan,231
1796,232,สูงเนิน,Sung Noen,231
1797,232,หนองเต็ง,Nong Teng,231
1798,232,เมืองไผ่,Mueang Phai,231
1799,232,ชุมแสง,Chum Saeng,231
1800,232,บ้านปรือ,Ban Prue,231
1801,232,ห้วยสำราญ,Huai Samran,231
1802,232,กันทรารมย์,Kanthararom,231
1803,232,ศรีภูมิ,Si Phum,231
1804,233,นางรอง,Nang Rong,232
1805,233,สะเดา,Sadao,232
1806,233,ชุมแสง,Chum Saeng,232
1807,233,หนองโบสถ์,Nong Bot,232
1808,233,หนองกง,Nong Kong,232
1809,233,ถนนหัก,Thanon Hak,232
1810,233,หนองไทร,Nong Sai,232
1811,233,ก้านเหลือง,Kan Lueang,232
1812,233,บ้านสิงห์,Ban Sing,232
1813,233,ลำไทรโยง,Lam Sai Yong,232
1814,233,ทรัพย์พระยา,Sap Phraya,232
1815,233,หนองยายพิมพ์,Nong Yai Phim,232
1816,233,หัวถนน,Hua Thanon,232
1817,233,ทุ่งแสงทอง,Thung Saeng Thong,232
1818,233,หนองโสน,Nong Sano,232
1819,234,หนองกี่,Nong Ki,233
1820,234,เย้ยปราสาท,Yoei Prasat,233
1821,234,เมืองไผ่,Mueang Phai,233
1822,234,ดอนอะราง,Don Arang,233
1823,234,โคกสว่าง,Khok Sawang,233
1824,234,ทุ่งกระตาดพัฒนา,Thung Kratat Phatthana,233
1825,234,ทุ่งกระเต็น,Thung Kraten,233
1826,234,ท่าโพธิ์ชัย,Tha Pho Chai,233
1827,234,โคกสูง,Khok Sung,233
1828,234,บุกระสัง,Bu Krasang,233
1829,235,ละหานทราย,Lahan Sai,234
1830,235,ตาจง,Ta Chong,234
1831,235,สำโรงใหม่,Samrong Mai,234
1832,235,หนองแวง,Nong Waeng,234
1833,235,หนองตะครอง,Nong Trakhrong,234
1834,235,โคกว่าน,Khok Wan,234
1835,236,ประโคนชัย,Prakhon Chai,235
1836,236,แสลงโทน,Salaeng Thon,235
1837,236,บ้านไทร,Ban Sai,235
1838,236,ละเวี้ย,Lawia,235
1839,236,จรเข้มาก,Chorakhe Mak,235
1840,236,ปังกู,Pang Ku,235
1841,236,โคกย่าง,Khok Yang,235
1842,236,โคกม้า,Khok Ma,235
1843,236,ไพศาล,Phaisan,235
1844,236,ตะโกตาพิ,Tako Taphi,235
1845,236,เขาคอก,Khao Khok,235
1846,236,หนองบอน,Nong Bon,235
1847,236,โคกมะขาม,Khok Makham,235
1848,236,โคกตูม,Khok Tum,235
1849,236,ประทัดบุ,Prathat Bu,235
1850,236,สี่เหลี่ยม,Si Liam,235
1851,237,บ้านกรวด,Ban Kruat,236
1852,237,โนนเจริญ,Non Charoen,236
1853,237,หนองไม้งาม,Nong Mai Ngam,236
1854,237,ปราสาท,Prasat,236
1855,237,สายตะกู,Sai Taku,236
1856,237,หินลาด,Hin Lat,236
1857,237,บึงเจริญ,Bueng Charoen,236
1858,237,จันทบเพชร,Chanthop Phet,236
1859,237,เขาดินเหนือ,Khao Din Nuea,236
1860,238,พุทไธสง,Phutthaisong,237
1861,238,มะเฟือง,Mafueang,237
1862,238,บ้านจาน,Ban Chan,237
1863,238,บ้านเป้า,Ban Pao,237
1864,238,บ้านแวง,Ban Waeng,237
1865,238,บ้านยาง,Ban Yang,237
1866,238,หายโศก,Hai Sok,237
1867,239,ลำปลายมาศ,Lam Plai Mat,238
1868,239,หนองคู,Nong Khu,238
1869,239,แสลงพัน,Salaeng Phan,238
1870,239,ทะเมนชัย,Thamen Chai,238
1871,239,ตลาดโพธิ์,Talat Pho,238
1872,239,หนองกะทิง,Nong Kathing,238
1873,239,โคกกลาง,Khok Klang,238
1874,239,โคกสะอาด,Khok Sa-at,238
1875,239,เมืองแฝก,Mueang Faek,238
1876,239,บ้านยาง,Ban Yang,238
1877,239,ผไทรินทร์,Phathairin,238
1878,239,โคกล่าม,Khok Lam,238
1879,239,หินโคน,Hin Khon,238
1880,239,หนองบัวโคก,Nong Bua Khok,238
1881,239,บุโพธิ์,Bu Pho,238
1882,239,หนองโดน,Nong Don,238
1883,240,สตึก,Satuek,239
1884,240,นิคม,Nikhom,239
1885,240,ทุ่งวัง,Thung Wang,239
1886,240,เมืองแก,Mueang Kae,239
1887,240,หนองใหญ่,Nong Yai,239
1888,240,ร่อนทอง,Ron Thong,239
1889,240,ดอนมนต์,Don Mon,239
1890,240,ชุมแสง,Chum Saeng,239
1891,240,ท่าม่วง,Tha Muang,239
1892,240,สะแก,Sakae,239
1893,240,สนามชัย,Sanam Chai,239
1894,240,กระสัง,Krasang,239
1895,241,ปะคำ,Pakham,240
1896,241,ไทยเจริญ,Thai Charoen,240
1897,241,หนองบัว,Nong Bua,240
1898,241,โคกมะม่วง,Khok Mamuang,240
1899,241,หูทำนบ,Hu Thamnop,240
1900,242,นาโพธิ์,Na Pho,241
1901,242,บ้านคู,Ban Khu,241
1902,242,บ้านดู่,Ban Du,241
1903,242,ดอนกอก,Don Kok,241
1904,242,ศรีสว่าง,Si Sawang,241
1905,243,สระแก้ว,Sa Kaeo,242
1906,243,ห้วยหิน,Huai Hin,242
1907,243,ไทยสามัคคี,Thai Samakkhi,242
1908,243,หนองชัยศรี,Nong Chai Si,242
1909,243,เสาเดียว,Sao Diao,242
1910,243,เมืองฝ้าย,Mueang Fai,242
1911,243,สระทอง,Sa Thong,242
1912,244,จันดุม,Chan Dum,243
1913,244,โคกขมิ้น,Khok Khamin,243
1914,244,ป่าชัน,Pa Chan,243
1915,244,สะเดา,Sadao,243
1916,244,สำโรง,Samrong,243
1917,245,ห้วยราช,Huai Rat,229
1918,245,สามแวง,Sam Waeng,229
1919,245,ตาเสา,Ta Sao,229
1920,245,บ้านตะโก,Ban Tako,229
1921,245,สนวน,Sanuan,229
1922,245,โคกเหล็ก,Khok Lek,229
1923,245,เมืองโพธิ์,Mueang Pho,229
1924,245,ห้วยราชา,Huai Racha,229
1925,246,โนนสุวรรณ,Non Suwan,232
1926,246,ทุ่งจังหัน,Thung Changhan,232
1927,246,โกรกแก้ว,Krok Kaeo,232
1928,246,ดงอีจาน,Dong I Chan,232
1929,247,ชำนิ,Chamni,232
1930,247,หนองปล่อง,Nong Plong,232
1931,247,เมืองยาง,Mueang Yang,232
1932,247,ช่อผกา,Cho Phaka,232
1933,247,ละลวด,Laluat,232
1934,247,โคกสนวน,Khok Sanuan,232
1935,248,หนองแวง,Nong Waeng,237
1936,248,ทองหลาง,Thonglang,237
1937,248,แดงใหญ่,Daeng Yai,237
1938,248,กู่สวนแตง,Ku Suan Taeng,237
1939,248,หนองเยือง,Nong Yueang,237
1940,249,โนนดินแดง,Non Din Daeng,244
1941,249,ส้มป่อย,Som Poi,244
1942,249,ลำนางรอง,Lam Nang Rong,244
1943,250,บ้านด่าน,Ban Dan,229
1944,250,ปราสาท,Prasat,229
1945,250,วังเหนือ,Wang Nuea,229
1946,250,โนนขวาง,Non Khwang,229
1947,251,แคนดง,Khaen Dong,239
1948,251,ดงพลอง,Dong Phlong,239
1949,251,สระบัว,Sa Bua,239
1950,251,หัวฝาย,Hua Fai,239
1951,252,เจริญสุข,Charoen Suk,232
1952,252,ตาเป๊ก,Ta Pek,232
1953,252,อีสานเขต,Isan Khet,232
1954,252,ถาวร,Thawon,234
1955,252,ยายแย้มวัฒนา,Yai Yaem Watthana,234
1956,253,ในเมือง,Nai Mueang,245
1957,253,ตั้งใจ,Tang Chai,245
1958,253,เพี้ยราม,Phia Ram,245
1959,253,นาดี,Na Di,245
1960,253,ท่าสว่าง,Tha Sawang,245
1961,253,สลักได,Salakdai,245
1962,253,ตาอ็อง,Ta Ong,245
1963,253,สำโรง,Samrong,245
1964,253,แกใหญ่,Kae Yai,245
1965,253,นอกเมือง,Nok Mueang,245
1966,253,คอโค,Kho Kho,245
1967,253,สวาย,Sawai,245
1968,253,เฉนียง,Chaniang,245
1969,253,เทนมีย์,Thenmi,245
1970,253,นาบัว,Na Bua,245
1971,253,เมืองที,Mueang Thi,245
1972,253,ราม,Ram,245
1973,253,บุฤาษี,Bu Ruesi,245
1974,253,ตระแสง,Trasaeng,245
1975,253,แสลงพันธ์,Salaeng Phan,245
1976,253,กาเกาะ,Ka Ko,245
1977,254,ชุมพลบุรี,Chumphon Buri,246
1978,254,นาหนองไผ่,Na Nong Phai,246
1979,254,ไพรขลา,Phrai Khla,246
1980,254,ศรีณรงค์,Si Narong,246
1981,254,ยะวึก,Yawuek,246
1982,254,เมืองบัว,Mueang Bua,246
1983,254,สระขุด,Sa Khut,246
1984,254,กระเบื้อง,Krabueang,246
1985,254,หนองเรือ,Nong Ruea,246
1986,255,ท่าตูม,Tha Tum,247
1987,255,กระโพ,Krapho,247
1988,255,พรมเทพ,Phrom Thep,247
1989,255,โพนครก,Phon Khrok,247
1990,255,เมืองแก,Mueang Kae,247
1991,255,บะ,Ba,247
1992,255,หนองบัว,Nong Bua,247
1993,255,บัวโคก,Bua Khok,247
1994,255,หนองเมธี,Nong Methi,247
1995,255,ทุ่งกุลา,Thung Kula,247
1996,256,จอมพระ,Chom Phra,248
1997,256,เมืองลีง,Mueang Ling,248
1998,256,กระหาด,Krahat,248
1999,256,บุแกรง,Bu Kraeng,248
2000,256,หนองสนิท,Nong Sanit,248
2001,256,บ้านผือ,Ban Phue,248
2002,256,ลุ่มระวี,Lum Rawi,248
2003,256,ชุมแสง,Chum Saeng,248
2004,256,เป็นสุข,Pen Suk,248
2005,257,กังแอน,Kang-aen,249
2006,257,ทมอ,Thamo,249
2007,257,ไพล,Phlai,249
2008,257,ปรือ,Prue,249
2009,257,ทุ่งมน,Thung Mon,249
2010,257,ตาเบา,Ta Bao,249
2011,257,หนองใหญ่,Nong Yai,249
2012,257,โคกยาง,Khok Yang,249
2013,257,โคกสะอาด,Khok Sa-at,249
2014,257,บ้านไทร,Ban Sai,249
2015,257,โชคนาสาม,Chok Na Sam,249
2016,257,เชื้อเพลิง,Chuea Phloeng,249
2017,257,ปราสาททนง,Prasat Thanong,249
2018,257,ตานี,Tani,249
2019,257,บ้านพลวง,Ban Phluang,249
2020,257,กันตวจระมวล,Kantuat Ramuan,249
2021,257,สมุด,Samut,249
2022,257,ประทัดบุ,Prathat Bu,249
2023,258,กาบเชิง,Kap Choeng,250
2024,258,คูตัน,Khu Tan,250
2025,258,ด่าน,Dan,250
2026,258,แนงมุด,Naeng Mut,250
2027,258,โคกตะเคียน,Khok Takhian,250
2028,258,ตะเคียน,Takhian,250
2029,259,รัตนบุรี,Rattanaburi,251
2030,259,ธาตุ,That,251
2031,259,แก,Kae,251
2032,259,ดอนแรด,Don Raet,251
2033,259,หนองบัวทอง,Nong Bua Thong,251
2034,259,หนองบัวบาน,Nong Bua Ban,251
2035,259,ไผ่,Phai,251
2036,259,เบิด,Boet,251
2037,259,น้ำเขียว,Nam Khiao,251
2038,259,กุดขาคีม,Kut Kha Khim,251
2039,259,ยางสว่าง,Yang Sawang,251
2040,259,ทับใหญ่,Thap Yai,251
2041,260,สนม,Sanom,252
2042,260,โพนโก,Phon Ko,252
2043,260,หนองระฆัง,Nong Rakhang,252
2044,260,นานวน,Na Nuan,252
2045,260,แคน,Khaen,252
2046,260,หัวงัว,Hua Ngua,252
2047,260,หนองอียอ,Nong I Yo,252
2048,261,ระแงง,Ra-ngaeng,253
2049,261,ตรึม,Truem,253
2050,261,จารพัต,Charaphat,253
2051,261,ยาง,Yang,253
2052,261,แตล,Taen,253
2053,261,หนองบัว,Nong Bua,253
2054,261,คาละแมะ,Khalamae,253
2055,261,หนองเหล็ก,Nong Lek,253
2056,261,หนองขวาว,Nong Khwao,253
2057,261,ช่างปี่,Chang Pi,253
2058,261,กุดหวาย,Kut Wai,253
2059,261,ขวาวใหญ่,Khwao Yai,253
2060,261,นารุ่ง,Na Rung,253
2061,261,ตรมไพร,Trom Phrai,253
2062,261,ผักไหม,Phak Mai,253
2063,262,สังขะ,Sangkha,254
2064,262,ขอนแตก,Khon Taek,254
2065,262,ดม,Dom,254
2066,262,พระแก้ว,Phra Kaeo,254
2067,262,บ้านจารย์,Ban Chan,254
2068,262,กระเทียม,Krathiam,254
2069,262,สะกาด,Sakat,254
2070,262,ตาตุม,Ta Tum,254
2071,262,ทับทัน,Thap Than,254
2072,262,ตาคง,Ta Khong,254
2073,262,บ้านชบ,Ban Chop,254
2074,262,เทพรักษา,Thep Raksa,254
2075,263,ลำดวน,Lamduan,255
2076,263,โชคเหนือ,Chok Nuea,255
2077,263,อู่โลก,U Lok,255
2078,263,ตรำดม,Tram Dom,255
2079,263,ตระเปียงเตีย,Trapiang Tia,255
2080,264,สำโรงทาบ,Samrong Thap,256
2081,264,หนองไผ่ล้อม,Nong Phai Lom,256
2082,264,กระออม,Kra-om,256
2083,264,หนองฮะ,Nong Ha,256
2084,264,ศรีสุข,Si Suk,256
2085,264,เกาะแก้ว,Ko Kaeo,256
2086,264,หมื่นศรี,Muen Si,256
2087,264,เสม็จ,Samet,256
2088,264,สะโน,Sano,256
2089,264,ประดู่,Pradu,256
2090,265,บัวเชด,Buachet,257
2091,265,สะเดา,Sadao,257
2092,265,จรัส,Charat,257
2093,265,ตาวัง,Ta Wang,257
2094,265,อาโพน,A Phon,257
2095,265,สำเภาลูน,Samphao Lun,257
2096,266,บักได,Bakdai,249
2097,266,โคกกลาง,Khok Klang,249
2098,266,จีกแดก,Chik Daek,249
2099,266,ตาเมียง,Ta Miang,249
2100,267,ณรงค์,Narong,254
2101,267,แจนแวน,Chaenwaen,254
2102,267,ตรวจ,Truat,254
2103,267,หนองแวง,Nong Waeng,254
2104,267,ศรีสุข,Si Suk,254
2105,268,เขวาสินรินทร์,Khwao Sinarin,245
2106,268,บึง,Bueng,245
2107,268,ตากูก,Ta Kuk,245
2108,268,ปราสาททอง,Prasat Thong,245
2109,268,บ้านแร่,Ban Rae,245
2110,269,หนองหลวง,Nong Luang,251
2111,269,คำผง,Kham Phong,251
2112,269,โนน,Non,251
2113,269,ระเวียง,Rawiang,251
2114,269,หนองเทพ,Nong Thep,251
2115,270,เมืองเหนือ,Mueang Nuea,258
2116,270,เมืองใต้,Mueang Tai,258
2117,270,คูซอด,Khu Sot,258
2118,270,ซำ,Sam,258
2119,270,จาน,Chan,258
2120,270,ตะดอบ,Tadop,258
2121,270,หนองครก,Nong Khrok,258
2122,270,โพนข่า,Phon Kha,258
2123,270,โพนค้อ,Phon Kho,258
2124,270,โพนเขวา,Phon Khwao,258
2125,270,หญ้าปล้อง,Ya Plong,258
2126,270,ทุ่ม,Thum,258
2127,270,หนองไฮ,Nong Hai,258
2128,270,หนองแก้ว,Nong Kaeo,258
2129,270,น้ำคำ,Nam Kham,258
2130,270,โพธิ์,Pho,258
2131,270,หมากเขียบ,Mak Khiap,258
2132,270,หนองไผ่,Nong Phai,258
2133,271,ยางชุมน้อย,Yang Chum Noi,259
2134,271,ลิ้นฟ้า,Lin Fa,259
2135,271,คอนกาม,Khon Kam,259
2136,271,โนนคูณ,Non Khun,259
2137,271,กุดเมืองฮาม,Kut Mueang Ham,259
2138,271,บึงบอน,Bueng Bon,259
2139,271,ยางชุมใหญ่,Yang Chum Yai,259
2140,272,ดูน,Dun,260
2141,272,โนนสัง,Non Sang,260
2142,272,หนองหัวช้าง,Nong Hua Chang,260
2143,272,ยาง,Yang,260
2144,272,หนองแวง,Nong Waeng,260
2145,272,หนองแก้ว,Nong Kaeo,260
2146,272,ทาม,Tham,260
2147,272,ละทาย,Lathai,260
2148,272,เมืองน้อย,Mueang Noi,260
2149,272,อีปาด,I Pat,260
2150,272,บัวน้อย,Bua Noi,260
2151,272,หนองบัว,Nong Bua,260
2152,272,ดู่,Du,260
2153,272,ผักแพว,Phak Phaeo,260
2154,272,จาน,Chan,260
2155,272,คำเนียม,Kham Niam,260
2156,273,บึงมะลู,Bueng Malu,261
2157,273,กุดเสลา,Kut Salao,261
2158,273,เมือง,Mueang,261
2159,273,สังเม็ก,Sang Mek,261
2160,273,น้ำอ้อม,Nam Om,261
2161,273,ละลาย,Lalai,261
2162,273,รุง,Rung,261
2163,273,ตระกาจ,Trakat,261
2164,273,จานใหญ่,Chan Yai,261
2165,273,ภูเงิน,Phu Ngoen,261
2166,273,ชำ,Cham,261
2167,273,กระแชง,Krachaeng,261
2168,273,โนนสำราญ,Non Samran,261
2169,273,หนองหญ้าลาด,Nong Ya Lat,261
2170,273,เสาธงชัย,Sao Thong Chai,261
2171,273,ขนุน,Khanun,261
2172,273,สวนกล้วย,Suan Kluai,261
2173,273,เวียงเหนือ,Wiang Nuea,261
2174,273,ทุ่งใหญ่,Thung Yai,261
2175,273,ภูผาหมอก,Phu Pha Mok,261
2176,274,กันทรารมย์,Kanthararom,262
2177,274,จะกง,Chakong,262
2178,274,ใจดี,Chai Di,262
2179,274,ดองกำเม็ด,Dong Kammet,262
2180,274,โสน,Sano,262
2181,274,ปรือใหญ่,Prue Yai,262
2182,274,สะเดาใหญ่,Sadao Yai,262
2183,274,ตาอุด,Ta Ut,262
2184,274,ห้วยเหนือ,Huai Nuea,262
2185,274,ห้วยใต้,Huai Tai,262
2186,274,หัวเสือ,Hua Suea,262
2187,274,ตะเคียน,Takhian,262
2188,274,นิคมพัฒนา,Nikhom Phatthana,262
2189,274,โคกเพชร,Khok Phet,262
2190,274,ปราสาท,Prasat,262
2191,274,สำโรงตาเจ็น,Samrong Ta Chen,262
2192,274,ห้วยสำราญ,Huai Samran,262
2193,274,กฤษณา,Kritsana,262
2194,274,ลมศักดิ์,Lom Sak,262
2195,274,หนองฉลอง,Nong Chalong,262
2196,274,ศรีตระกูล,Si Trakun,262
2197,274,ศรีสะอาด,Si Sa-at,262
2198,275,ไพรบึง,Phrai Bueng,263
2199,275,ดินแดง,Din Daeng,263
2200,275,ปราสาทเยอ,Prasat Yoe,263
2201,275,สำโรงพลัน,Samrong Phlan,263
2202,275,สุขสวัสดิ์,Suk Sawat,263
2203,275,โนนปูน,Non Pun,263
2204,276,พิมาย,Phimai,264
2205,276,กู่,Ku,264
2206,276,หนองเชียงทูน,Nong Chiang Thun,264
2207,276,ตูม,Tum,264
