id,province_id,name_th,name_en
654,49,เมืองกำแพงเพชร,Mueang Kamphaeng Phet
655,49,ไทรงาม,Sai Ngam
656,49,คลองลาน,Khlong Lan
657,49,ขาณุวรลักษบุรี,Khanu Woralaksaburi
658,49,คลองขลุง,Khlong Khlung
659,49,พรานกระต่าย,Phran Kratai
660,49,ลานกระบือ,Lan Krabue
661,49,ทรายทองวัฒนา,Sai Thong Watthana
662,49,ปางศิลาทอง,Pang Sila Thong
663,49,บึงสามัคคี,Bueng Samakkhi
664,49,โกสัมพีนคร,Kosamphi Nakhon
665,50,เมืองตาก,Mueang Tak
666,50,บ้านตาก,Ban Tak
667,50,สามเงา,Sam Ngao
668,50,แม่ระมาด,Mae Ramat
669,50,ท่าสองยาง,Tha Song Yang
670,50,แม่สอด,Mae Sot
671,50,พบพระ,Phop Phra
672,50,อุ้มผาง,Umphang
673,50,วังเจ้า,Wang Chao
674,51,เมืองสุโขทัย,Mueang Sukhothai
675,51,บ้านด่านลานหอย,Ban Dan Lan Hoi
676,51,คีรีมาศ,Khiri Mat
677,51,กงไกรลาศ,Kong Krailat
678,51,ศรีสัชนาลัย,Si Satchanalai
679,51,ศรีสำโรง,Si Samrong
680,51,สวรรคโลก,Sawankhalok
681,51,ศรีนคร,Si Nakhon
682,51,ทุ่งเสลี่ยม,Thung Saliam
683,52,เมืองพิษณุโลก,Mueang Phitsanulok
684,52,นครไทย,Nakhon Thai
685,52,ชาติตระการ,Chat Trakan
686,52,บางระกำ,Bang Rakam
687,52,บางกระทุ่ม,Bang Krathum
688,52,พรหมพิราม,Phrom Phiram
689,52,วัดโบสถ์,Wat Bot
690,52,วังทอง,Wang Thong
691,52,เนินมะปราง,Noen Maprang
692,53,เมืองพิจิตร,Mueang Phichit
693,53,วังทรายพูน,Wang Sai Phun
694,53,โพธิ์ประทับช้าง,Pho Prathap Chang
695,53,ตะพานหิน,Taphan Hin
696,53,บางมูลนาก,Bang Mun Nak
697,53,โพทะเล,Pho Thale
698,53,สามง่าม,Sam Ngam
699,53,ทับคล้อ,Tap Khlo
700,53,สากเหล็ก,Sak Lek
701,53,บึงนาราง,Bueng Na Rang
702,53,ดงเจริญ,Dong Charoen
703,53,วชิรบารมี,Wachirabarami
704,54,เมืองเพชรบูรณ์,Mueang Phetchabun
705,54,ชนแดน,Chon Daen
706,54,หล่มสัก,Lom Sak
707,54,หล่มเก่า,Lom Kao
708,54,วิเชียรบุรี,Wichian Buri
709,54,ศรีเทพ,Si Thep
710,54,หนองไผ่,Nong Phai
711,54,บึงสามพัน,Bueng Sam Phan
712,54,น้ำหนาว,Nam Nao
713,54,วังโป่ง,Wang Pong
714,54,เขาค้อ,Khao Kho
715,55,เมืองราชบุรี,Mueang Ratchaburi
716,55,จอมบึง,Chom Bueng
717,55,สวนผึ้ง,Suan Phueng
718,55,ดำเนินสะดวก,Damnoen Saduak
719,55,บ้านโป่ง,Ban Pong
720,55,บางแพ,Bang Phae
721,55,โพธาราม,Photharam
722,55,ปากท่อ,Pak Tho
723,55,วัดเพลง,Wat Phleng
724,55,บ้านคา,Ban Kha
725,55,ท้องถิ่นเทศบาลตำบลบ้านฆ้อง,Tet Saban Ban Kong
726,56,เมืองกาญจนบุรี,Mueang Kanchanaburi
727,56,ไทรโยค,Sai Yok
728,56,บ่อพลอย,Bo Phloi
729,56,ศรีสวัสดิ์,Si Sawat
730,56,ท่ามะกา,Tha Maka
731,56,ท่าม่วง,Tha Muang
732,56,ทองผาภูมิ,Pha Phum
733,56,สังขละบุรี,Sangkhla Buri
734,56,พนมทวน,Phanom Thuan
735,56,เลาขวัญ,Lao Khwan
736,56,ด่านมะขามเตี้ย,Dan Makham Tia
737,56,หนองปรือ,Nong Prue
738,56,ห้วยกระเจา,Huai Krachao
739,57,เมืองสุพรรณบุรี,Mueang Suphan Buri
740,57,เดิมบางนางบวช,Doem Bang Nang Buat
741,57,ด่านช้าง,Dan Chang
742,57,บางปลาม้า,Bang Pla Ma
743,57,ศรีประจันต์,Si Prachan
744,57,ดอนเจดีย์,Don Chedi
745,57,สองพี่น้อง,Song Phi Nong
746,57,สามชุก,Sam Chuk
747,57,อู่ทอง,U Thong
748,57,หนองหญ้าไซ,Nong Ya Sai
749,58,เมืองนครปฐม,Mueang Nakhon Pathom
750,58,กำแพงแสน,Kamphaeng Saen
751,58,นครชัยศรี,Nakhon Chai Si
752,58,ดอนตูม,Don Tum
753,58,บางเลน,Bang Len
754,58,สามพราน,Sam Phran
755,58,พุทธมณฑล,Phutthamonthon
756,59,เมืองสมุทรสาคร,Mueang Samut Sakhon
757,59,กระทุ่มแบน,Krathum Baen
758,59,บ้านแพ้ว,Ban Phaeo
759,60,เมืองสมุทรสงคราม,Mueang Samut Songkhram
760,60,บางคนที,Bang Khonthi
761,60,อัมพวา,Amphawa
762,61,เมืองเพชรบุรี,Mueang Phetchaburi
763,61,เขาย้อย,Khao Yoi
764,61,หนองหญ้าปล้อง,Nong Ya Plong
765,61,ชะอำ,Cha-am
766,61,ท่ายาง,Tha Yang
767,61,บ้านลาด,Ban Lat
768,61,บ้านแหลม,Ban Laem
769,61,แก่งกระจาน,Kaeng Krachan
770,62,เมืองประจวบคีรีขันธ์,Mueang Prachuap Khiri Khan
771,62,กุยบุรี,Kui Buri
772,62,ทับสะแก,Thap Sakae
773,62,บางสะพาน,Bang Saphan
774,62,บางสะพานน้อย,Bang Saphan Noi
775,62,ปราณบุรี,Pran Buri
776,62,หัวหิน,Hua Hin
777,62,สามร้อยยอด,Sam Roi Yot
778,63,เมืองนครศรีธรรมราช,Mueang Nakhon Si Thammarat
779,63,พรหมคีรี,Phrom Khiri
780,63,ลานสกา,Lan Saka
781,63,ฉวาง,Chawang
782,63,พิปูน,Phipun
783,63,เชียรใหญ่,Chian Yai
784,63,ชะอวด,Cha-uat
785,63,ท่าศาลา,Tha Sala
786,63,ทุ่งสง,Thung Song
787,63,นาบอน,Na Bon
788,63,ทุ่งใหญ่,Thung Yai
789,63,ปากพนัง,Pak Phanang
790,63,ร่อนพิบูลย์,Ron Phibun
791,63,สิชล,Sichon
792,63,ขนอม,Khanom
793,63,หัวไทร,Hua Sai
794,63,บางขัน,Bang Khan
795,63,ถ้ำพรรณรา,Tham Phannara
796,63,จุฬาภรณ์,Chulabhorn
797,63,พระพรหม,Phra Phrom
798,63,นบพิตำ,Nopphitam
799,63,ช้างกลาง,Chang Klang
800,63,เฉลิมพระเกียรติ,Chaloem Phra Kiat
801,64,เมืองกระบี่,Mueang Krabi
802,64,เขาพนม,Khao Phanom
803,64,เกาะลันตา,Ko Lanta
804,64,คลองท่อม,Khlong Thom
805,64,อ่าวลึก,Ao Luek
806,64,ปลายพระยา,Plai Phraya
807,64,ลำทับ,Lam Thap
808,64,เหนือคลอง,Nuea Khlong
809,65,เมืองพังงา,Mueang Phang-nga
810,65,เกาะยาว,Ko Yao
811,65,กะปง,Kapong
812,65,ตะกั่วทุ่ง,Takua Thung
813,65,ตะกั่วป่า,Takua Pa
814,65,คุระบุรี,Khura Buri
815,65,ทับปุด,Thap Put
816,65,ท้ายเหมือง,Thai Mueang
817,66,เมืองภูเก็ต,Mueang Phuket
818,66,กะทู้,Kathu
819,66,ถลาง,Thalang
820,67,เมืองสุราษฎร์ธานี,Mueang Surat Thani
821,67,กาญจนดิษฐ์,Kanchanadit
822,67,ดอนสัก,Don Sak
823,67,เกาะสมุย,Ko Samui
824,67,เกาะพะงัน,Ko Pha-ngan
825,67,ไชยา,Chaiya
826,67,ท่าชนะ,Tha Chana
827,67,คีรีรัฐนิคม,Khiri Rat Nikhom
828,67,บ้านตาขุน,Ban Ta Khun
829,67,พนม,Phanom
830,67,ท่าฉาง,Tha Chang
831,67,บ้านนาสาร,Ban Na San
832,67,บ้านนาเดิม,Ban Na Doem
833,67,เคียนซา,Khian Sa
834,67,เวียงสระ,Wiang Sa
835,67,พระแสง,Phrasaeng
836,67,พุนพิน,Phunphin
837,67,ชัยบุรี,Chai Buri
838,67,วิภาวดี,Vibhavadi
839,68,เมืองระนอง,Mueang Ranong
840,68,ละอุ่น,La-un
841,68,กะเปอร์,Kapoe
842,68,กระบุรี,Kra Buri
843,68,สุขสำราญ,Suk Samran
844,69,เมืองชุมพร,Mueang Chumphon
845,69,ท่าแซะ,Tha Sae
846,69,ปะทิว,Pathio
847,69,หลังสวน,Lang Suan
848,69,ละแม,Lamae
849,69,พะโต๊ะ,Phato
850,69,สวี,Sawi
851,69,ทุ่งตะโก,Thung Tako
852,70,เมืองสงขลา,Mueang Songkhla
853,70,สทิงพระ,Sathing Phra
854,70,จะนะ,Chana
855,70,นาทวี,Na Thawi
856,70,เทพา,Thepha
857,70,สะบ้าย้อย,Saba Yoi
858,70,ระโนด,Ranot
859,70,กระแสสินธุ์,Krasae Sin
860,70,รัตภูมิ,Rattaphum
861,70,สะเดา,Sadao
862,70,หาดใหญ่,Hat Yai
863,70,นาหม่อม,Na Mom
864,70,ควนเนียง,Khuan Niang
865,70,บางกล่ำ,Bang Klam
866,70,สิงหนคร,Singhanakhon
867,70,คลองหอยโข่ง,Khlong Hoi Khong
868,70,ท้องถิ่นเทศบาลตำบลสำนักขาม,Sum Nung Kam
869,71,เมืองสตูล,Mueang Satun
870,71,ควนโดน,Khuan Don
871,71,ควนกาหลง,Khuan Kalong
872,71,ท่าแพ,Tha Phae
873,71,ละงู,La-ngu
874,71,ทุ่งหว้า,Thung Wa
875,71,มะนัง,Manang
876,72,เมืองตรัง,Mueang Trang
877,72,กันตัง,Kantang
878,72,ย่านตาขาว,Yan Ta Khao
879,72,ปะเหลียน,Palian
880,72,สิเกา,Sikao
881,72,ห้วยยอด,Huai Yot
882,72,วังวิเศษ,Wang Wiset
883,72,นาโยง,Na Yong
884,72,รัษฎา,Ratsada
885,72,หาดสำราญ,Hat Samran
886,73,เมืองพัทลุง,Mueang Phatthalung
887,73,กงหรา,Kong Ra
888,73,เขาชัยสน,Khao Chaison
889,73,ตะโหมด,Tamot
890,73,ควนขนุน,Khuan Khanun
891,73,ปากพะยูน,Pak Phayun
892,73,ศรีบรรพต,Si Banphot
893,73,ป่าบอน,Pa Bon
894,73,บางแก้ว,Bang Kaeo
895,73,ป่าพะยอม,Pa Phayom
896,73,ศรีนครินทร์,Srinagarindra
897,74,เมืองปัตตานี,Mueang Pattani
898,74,โคกโพธิ์,Khok Pho
899,74,หนองจิก,Nong Chik
900,74,ปะนาเระ,Panare
901,74,มายอ,Mayo
902,74,ทุ่งยางแดง,Thung Yang Daeng
903,74,สายบุรี,Sai Buri
904,74,ไม้แก่น,Mai Kaen
905,74,ยะหริ่ง,Yaring
906,74,ยะรัง,Yarang
907,74,กะพ้อ,Kapho
908,74,แม่ลาน,Mae Lan
909,75,เมืองยะลา,Mueang Yala
910,75,เบตง,Betong
911,75,บันนังสตา,Bannang Sata
912,75,ธารโต,Than To
913,75,ยะหา,Yaha
914,75,รามัน,Raman
915,75,กาบัง,Kabang
916,75,กรงปินัง,Krong Pinang
917,76,เมืองนราธิวาส,Mueang Narathiwat
918,76,ตากใบ,Tak Bai
919,76,บาเจาะ,Bacho
920,76,ยี่งอ,Yi-ngo
921,76,ระแงะ,Ra-ngae
922,76,รือเสาะ,Rueso
923,76,ศรีสาคร,Si Sakhon
924,76,แว้ง,Waeng
925,76,สุคิริน,Sukhirin
926,76,สุไหงโก-ลก,Su-ngai Kolok
927,76,สุไหงปาดี,Su-ngai Padi
928,76,จะแนะ,Chanae
929,76,เจาะไอร้อง,Cho-airong
